geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
86000US11973,"11973",39,4,4,15,0,13,0,13,10,22,0,13,0,13,25,32,25,32,0,13
86000US11975,"11975",426,178,326,124,27,43,0,13,7,12,0,13,3,6,63,93,0,13,63,93
86000US11976,"11976",2437,618,2155,560,13,16,0,13,38,38,0,13,0,13,231,251,231,251,0,13
86000US11977,"11977",3069,703,2832,681,11,22,0,13,90,132,0,13,109,123,27,21,7,12,20,18
86000US11978,"11978",3969,549,3189,473,170,124,0,13,73,40,0,13,192,161,345,232,118,96,227,220
86000US11980,"11980",5144,850,4688,828,176,128,3,6,87,57,0,19,37,33,153,77,134,69,19,27
86000US12007,"12007",325,187,325,187,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12008,"12008",427,258,427,258,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12009,"12009",8322,667,7204,684,201,110,6,9,559,264,0,19,30,22,322,181,237,171,85,52
86000US12010,"12010",27213,651,20098,745,1273,260,265,194,404,109,6,10,3077,520,2090,476,1605,463,485,157
86000US12015,"12015",4135,376,3455,357,108,101,0,13,227,93,0,13,89,99,256,200,74,47,182,192
86000US12017,"12017",419,115,387,116,0,13,0,13,4,7,0,13,28,33,0,13,0,13,0,13
86000US12018,"12018",7300,706,7084,711,18,29,0,19,19,25,0,19,0,19,179,95,100,95,79,50
86000US12019,"12019",15280,1087,13691,1156,202,146,8,12,708,359,0,21,136,132,535,212,184,113,351,173
86000US12020,"12020",34571,1022,31661,1327,621,337,13,22,806,294,0,28,304,364,1166,398,605,324,561,247
86000US12022,"12022",1038,261,989,259,15,22,0,13,0,13,0,13,16,21,18,20,18,20,0,13
86000US12023,"12023",2374,391,2290,395,8,12,0,13,24,39,0,13,0,13,52,59,46,58,6,8
86000US12024,"12024",83,57,83,57,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12025,"12025",5260,385,4874,407,45,47,0,19,107,46,0,19,0,19,234,140,144,122,90,78
86000US12027,"12027",4244,749,3923,689,12,13,1,3,39,45,0,13,72,74,197,173,136,126,61,58
86000US12028,"12028",1082,330,1082,330,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12029,"12029",991,148,912,155,44,45,0,13,1,3,0,13,6,8,28,24,3,6,25,24
86000US12031,"12031",191,94,146,85,0,13,0,13,0,13,0,13,0,13,45,53,45,53,0,13
86000US12032,"12032",737,180,728,177,0,13,0,13,0,13,0,13,0,13,9,12,0,13,9,12
86000US12033,"12033",7640,720,7103,725,67,65,106,129,53,68,0,19,103,110,208,129,154,124,54,37
86000US12035,"12035",484,165,468,159,10,15,0,13,0,13,0,13,0,13,6,10,0,13,6,10
86000US12036,"12036",220,118,210,120,0,13,0,13,3,5,0,13,7,10,0,13,0,13,0,13
86000US12037,"12037",4083,541,3709,517,38,42,0,13,23,27,0,13,12,16,301,160,24,28,277,159
86000US12040,"12040",28,20,28,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12041,"12041",319,199,319,199,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12042,"12042",297,160,291,157,0,13,0,13,0,13,0,13,0,13,6,13,0,13,6,13
86000US12043,"12043",7719,445,6770,491,209,87,6,7,144,73,4,8,284,220,302,103,179,106,123,65
86000US12045,"12045",467,294,453,293,14,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12046,"12046",519,225,489,228,0,13,0,13,0,13,0,13,0,13,30,48,0,13,30,48
86000US12047,"12047",23293,758,17477,1013,1658,606,51,46,1610,624,30,40,84,55,2383,798,437,277,1946,747
86000US12051,"12051",6050,542,4561,579,1145,166,69,75,5,6,0,19,35,26,235,144,187,138,48,40
86000US12052,"12052",1974,582,1947,582,0,13,0,13,0,13,0,13,0,13,27,34,7,8,20,29
86000US12053,"12053",4253,640,3781,617,46,38,0,13,1,4,0,13,41,55,384,248,58,62,326,241
86000US12054,"12054",16995,1062,15811,1109,181,123,0,21,441,181,0,21,132,110,430,216,239,168,191,122
86000US12056,"12056",2029,441,1920,429,0,13,0,13,0,13,0,13,21,35,88,100,81,100,7,12
86000US12057,"12057",1997,506,1832,441,0,13,0,13,77,76,0,13,12,20,76,99,76,99,0,13
86000US12058,"12058",1163,268,1066,273,58,77,0,13,0,13,0,13,0,13,39,29,0,13,39,29
86000US12059,"12059",1417,280,1382,282,0,13,0,13,6,10,15,24,4,9,10,11,0,13,10,11
86000US12060,"12060",1813,405,1685,391,0,13,3,8,22,24,0,13,22,34,81,72,40,43,41,58
86000US12061,"12061",10179,905,8500,785,281,200,2,7,617,251,0,21,172,184,607,351,478,341,129,87
86000US12062,"12062",1662,347,1619,342,0,13,0,13,22,30,0,13,0,13,21,27,2,4,19,28
86000US12063,"12063",609,299,609,299,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12064,"12064",254,121,247,120,0,13,0,13,3,5,0,13,1,2,3,7,0,13,3,7
86000US12065,"12065",44563,1152,37205,1398,1289,373,34,33,2971,569,0,28,269,139,2795,608,1338,520,1457,278
86000US12066,"12066",1834,299,1703,286,17,24,0,13,4,7,0,13,0,13,110,66,36,36,74,56
86000US12067,"12067",1457,434,1409,421,15,48,0,13,0,13,0,13,0,13,33,39,17,32,16,23
86000US12068,"12068",2509,310,2402,302,16,27,0,13,0,13,0,13,14,21,77,53,46,42,31,37
86000US12069,"12069",483,332,399,275,84,119,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12070,"12070",2499,582,2438,576,29,53,0,13,32,31,0,13,0,13,0,13,0,13,0,13
86000US12071,"12071",217,82,214,81,0,13,0,13,0,13,0,13,3,4,0,13,0,13,0,13
86000US12072,"12072",2992,267,2789,258,27,21,1,3,13,15,0,13,9,9,153,91,69,51,84,82
86000US12074,"12074",2956,472,2888,475,0,13,0,13,38,48,0,13,0,13,30,26,0,13,30,26
86000US12075,"12075",3159,408,2675,453,78,65,0,13,0,13,0,13,231,220,175,143,110,126,65,75
86000US12076,"12076",1271,170,1086,156,10,10,0,13,16,17,0,13,84,66,75,45,50,40,25,20
86000US12077,"12077",6752,677,5656,696,463,172,6,14,351,205,0,19,124,128,152,86,58,62,94,72
86000US12078,"12078",23144,772,20421,775,408,148,20,33,192,113,37,48,450,179,1616,464,968,438,648,171
86000US12082,"12082",2,3,0,13,0,13,0,13,0,13,0,13,0,13,2,3,0,13,2,3
86000US12083,"12083",3900,531,3746,506,3,5,0,13,0,13,0,13,69,56,82,87,9,11,73,86
86000US12084,"12084",5069,550,3156,468,438,263,0,19,1344,389,0,19,25,32,106,85,28,44,78,71
86000US12085,"12085",255,92,208,87,25,22,0,13,0,13,0,13,0,13,22,34,0,13,22,34
86000US12086,"12086",1648,389,1572,375,0,13,5,18,8,12,0,13,16,21,47,44,0,13,47,44
86000US12087,"12087",1279,376,1125,324,0,13,0,13,9,12,0,13,0,13,145,99,112,91,33,35
86000US12090,"12090",5782,456,5428,441,27,34,2,3,0,19,0,19,221,175,104,83,57,62,47,57
86000US12092,"12092",1604,326,1504,347,75,99,0,13,0,13,6,10,0,13,19,21,4,6,15,20
86000US12093,"12093",1385,229,1259,218,0,13,0,13,23,29,0,13,0,13,103,65,79,55,24,30
86000US12094,"12094",2676,654,2597,658,26,40,0,13,0,13,0,13,0,13,53,52,28,46,25,26
86000US12095,"12095",12586,613,11585,639,281,80,0,21,73,69,0,21,73,52,574,266,287,192,287,195
86000US12106,"12106",2171,291,2048,258,0,13,0,13,2,4,0,13,47,72,74,56,20,22,54,54
86000US12108,"12108",408,100,342,96,21,12,0,13,0,13,0,13,0,13,45,32,20,21,25,23
86000US12110,"12110",19744,1169,15405,1208,712,204,0,21,2353,534,0,21,137,140,1137,473,259,142,878,462
86000US12115,"12115",95,61,95,61,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12116,"12116",1351,310,1351,310,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12117,"12117",2716,379,2557,382,4,8,0,13,0,13,0,13,7,9,148,76,114,67,34,35
86000US12118,"12118",16557,971,15025,985,19,38,85,81,630,277,0,21,137,129,661,239,272,164,389,156
86000US12120,"12120",635,175,628,174,7,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12121,"12121",2358,759,2319,762,24,25,0,13,0,13,0,13,0,13,15,19,10,15,5,9
86000US12122,"12122",3585,392,3325,392,52,22,0,13,16,22,10,16,0,13,182,72,115,68,67,30
86000US12123,"12123",4938,706,4614,720,15,23,0,13,15,25,0,13,31,36,263,147,166,136,97,57
86000US12124,"12124",246,189,246,189,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12125,"12125",1092,197,1002,175,0,13,0,13,16,24,0,13,20,41,54,54,54,54,0,13
86000US12130,"12130",431,230,431,230,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12131,"12131",188,63,182,62,0,13,1,4,0,13,0,13,0,13,5,7,0,13,5,7
86000US12132,"12132",133,95,133,95,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12134,"12134",4304,392,4062,363,0,13,0,13,2,4,0,13,11,17,229,89,172,84,57,25
86000US12136,"12136",790,234,775,236,10,17,0,13,0,13,0,13,0,13,5,8,0,13,5,8
86000US12137,"12137",2035,476,1956,466,63,67,0,13,0,13,0,13,0,13,16,20,13,20,3,5
86000US12138,"12138",2922,310,2709,272,23,19,2,3,17,17,0,13,16,23,155,116,87,97,68,62
86000US12139,"12139",286,90,261,84,0,13,0,13,0,13,0,13,0,13,25,21,22,21,3,3
86000US12140,"12140",1412,242,1359,243,0,13,0,13,23,29,0,13,0,13,30,22,0,13,30,22
86000US12143,"12143",5443,460,4917,546,169,173,0,19,85,89,0,19,107,154,165,119,38,52,127,110
86000US12144,"12144",21808,1012,17735,1113,1258,315,17,24,1114,337,0,25,161,122,1523,351,379,210,1144,310
86000US12147,"12147",412,120,391,114,0,13,0,13,17,24,0,13,0,13,4,6,4,6,0,13
86000US12148,"12148",4371,498,3879,477,87,117,0,13,250,180,0,13,0,13,155,148,83,134,72,59
86000US12149,"12149",2208,306,2100,300,35,29,10,13,0,13,4,6,0,13,59,40,13,13,46,39
86000US12150,"12150",589,206,561,201,14,20,0,13,0,13,0,13,14,23,0,13,0,13,0,13
86000US12151,"12151",871,249,831,245,20,28,0,13,10,10,0,13,0,13,10,7,6,8,4,5
86000US12153,"12153",703,302,613,261,0,13,0,13,40,59,0,13,0,13,50,69,0,13,50,69
86000US12154,"12154",2820,538,2753,531,16,25,3,7,3,7,0,13,0,13,45,41,22,31,23,23
86000US12155,"12155",1748,292,1643,289,7,13,0,13,0,13,0,13,15,24,83,41,46,31,37,30
86000US12156,"12156",831,322,802,326,16,18,0,13,0,13,0,13,0,13,13,23,0,13,13,23
86000US12157,"12157",4574,415,4125,420,56,43,6,10,70,56,0,13,40,38,277,155,243,156,34,25
86000US12158,"12158",6045,618,5362,627,107,89,0,19,107,128,0,19,209,226,260,181,79,92,181,157
86000US12159,"12159",8663,896,7379,843,181,131,0,19,627,341,0,19,12,23,464,339,353,330,111,73
86000US12160,"12160",834,209,754,206,27,27,0,13,6,9,0,13,10,15,37,36,14,21,23,30
86000US12161,"12161",35,46,35,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12164,"12164",485,73,475,71,3,5,0,13,0,13,0,13,0,13,7,9,7,9,0,13
86000US12165,"12165",198,79,198,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12166,"12166",1505,191,1446,191,28,39,0,13,3,6,0,13,0,13,28,20,22,21,6,7
86000US12167,"12167",2414,274,2268,269,33,29,0,13,10,19,0,13,10,13,93,75,70,72,23,22
86000US12168,"12168",1749,269,1647,263,0,13,0,13,0,13,0,13,55,83,47,43,29,35,18,17
86000US12169,"12169",379,200,372,194,0,13,0,13,0,13,0,13,0,13,7,11,0,13,7,11
86000US12170,"12170",5225,717,4783,668,54,84,4,6,9,15,0,19,96,98,279,212,163,162,116,134
86000US12172,"12172",211,155,211,155,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12173,"12173",2038,278,1758,304,16,18,0,13,0,13,0,13,170,210,94,49,0,13,94,49
86000US12174,"12174",588,357,567,357,0,13,0,13,0,13,0,13,18,29,3,4,0,13,3,4
86000US12175,"12175",700,224,582,188,9,14,0,13,11,16,0,13,70,67,28,35,23,35,5,6
86000US12176,"12176",366,183,206,125,0,13,0,13,15,27,0,13,109,151,36,68,0,13,36,68
86000US12177,"12177",455,258,319,161,0,13,0,13,0,13,0,13,0,13,136,169,136,169,0,13
86000US12180,"12180",53807,1413,38211,1306,7121,673,85,56,2894,358,0,31,1511,345,3985,590,951,236,3034,521
86000US12182,"12182",14790,1063,11230,942,1807,484,0,21,113,74,0,21,215,115,1425,516,602,299,823,347
86000US12183,"12183",2968,16,2260,469,161,171,0,13,27,33,0,13,240,279,280,205,34,30,246,206
86000US12184,"12184",7288,439,6602,478,30,48,14,17,59,76,5,10,131,112,447,220,277,189,170,117
86000US12185,"12185",1785,456,1751,463,0,13,2,5,6,8,2,5,0,13,24,24,23,24,1,2
86000US12186,"12186",6325,356,5918,377,20,16,1,3,56,42,0,19,84,53,246,88,108,70,138,69
86000US12187,"12187",701,282,687,279,9,15,0,13,0,13,0,13,5,8,0,13,0,13,0,13
86000US12188,"12188",11615,599,10734,700,89,72,147,184,167,159,0,21,83,56,395,225,206,163,189,120
86000US12189,"12189",18461,907,13190,922,1673,498,13,20,1618,446,0,21,604,432,1363,413,397,207,966,340
86000US12190,"12190",641,149,632,150,6,8,0,13,0,13,0,13,3,20,0,13,0,13,0,13
86000US12192,"12192",1496,401,1408,413,10,13,0,13,0,13,4,7,64,80,10,15,0,13,10,15
86000US12193,"12193",1674,392,1621,391,32,50,0,13,21,25,0,13,0,13,0,13,0,13,0,13
86000US12194,"12194",177,93,177,93,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12195,"12195",184,171,184,171,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12196,"12196",3954,630,3779,618,6,7,0,13,0,13,0,13,9,11,160,163,160,163,0,13
86000US12197,"12197",1951,423,1863,416,10,10,11,18,0,13,0,13,3,6,64,41,30,30,34,28
86000US12198,"12198",7150,734,6677,662,45,53,0,19,62,50,0,19,106,116,260,178,31,36,229,176
86000US12202,"12202",9700,1148,2765,537,4768,804,41,44,618,380,0,19,431,299,1077,489,608,347,469,362
86000US12203,"12203",30545,1522,22167,1146,3187,613,4,5,2514,498,42,62,833,432,1798,499,844,450,954,257
86000US12204,"12204",8728,644,4104,617,2583,797,7,13,809,438,82,96,375,265,768,290,43,44,725,280
86000US12205,"12205",26436,1215,21033,1266,1525,449,25,29,2243,560,28,53,176,132,1406,383,602,288,804,277
86000US12206,"12206",14793,1233,3981,707,7016,1128,41,51,1194,363,0,21,649,422,1912,606,337,176,1575,580
86000US12207,"12207",2337,421,1115,192,1095,366,0,13,18,21,0,13,54,63,55,47,13,18,42,43
86000US12208,"12208",23128,1359,15981,1078,3064,706,54,53,2095,569,0,25,335,176,1599,508,365,229,1234,436
86000US12209,"12209",10427,1136,5943,1016,2189,574,0,21,905,483,0,21,875,645,515,252,296,196,219,139
86000US12210,"12210",9873,1236,4769,967,4300,940,0,19,192,139,0,19,110,75,502,240,79,79,423,242
86000US12211,"12211",13254,1140,10455,954,608,267,0,21,1473,541,8,15,167,86,543,217,111,59,432,214
86000US12222,"12222",6358,233,3666,288,1468,190,8,16,379,139,10,20,385,113,442,110,152,61,290,93
86000US12226,"12226",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12302,"12302",27915,447,25835,601,252,134,62,51,421,214,0,25,106,73,1239,379,498,219,741,306
86000US12303,"12303",29680,1387,20965,1303,3035,667,11,13,1371,385,33,46,1675,560,2590,579,1107,370,1483,436
86000US12304,"12304",21901,1656,11775,1360,4011,859,39,63,2219,546,0,25,1310,604,2547,673,854,387,1693,526
86000US12305,"12305",6922,815,4213,652,1681,500,24,36,194,88,0,19,170,101,640,225,224,121,416,176
86000US12306,"12306",27735,1328,22231,1292,2121,710,8,14,788,323,26,36,490,219,2071,533,1013,383,1058,358
86000US12307,"12307",7863,894,1854,590,2606,595,141,177,794,363,0,19,1227,439,1241,445,422,236,819,414
86000US12308,"12308",14367,1048,8964,961,2577,687,194,170,719,259,26,44,1060,577,827,221,439,198,388,148
86000US12309,"12309",33332,1173,26400,1283,985,404,53,83,2703,494,0,28,390,254,2801,760,1273,446,1528,612
86000US12401,"12401",35138,848,25717,1251,3688,563,97,83,551,214,0,28,1489,542,3596,694,1811,548,1785,335
86000US12404,"12404",3864,583,3512,555,16,28,0,13,25,36,0,13,74,113,237,159,162,141,75,67
86000US12405,"12405",550,202,529,197,0,13,0,13,0,13,0,13,0,13,21,33,21,33,0,13
86000US12406,"12406",590,214,377,149,0,13,209,207,3,4,0,13,0,13,1,4,0,13,1,4
86000US12407,"12407",132,67,130,67,2,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12409,"12409",958,281,881,266,0,13,0,13,41,48,0,13,10,19,26,42,26,42,0,13
86000US12410,"12410",329,148,329,148,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12411,"12411",377,175,317,129,0,13,0,13,7,12,0,13,0,13,53,85,0,13,53,85
86000US12412,"12412",537,271,512,252,0,13,0,13,15,24,0,13,0,13,10,18,0,13,10,18
86000US12413,"12413",3144,501,2817,497,37,38,0,13,0,13,0,13,15,30,275,218,118,129,157,122
86000US12414,"12414",10065,574,8137,621,897,277,56,64,61,50,0,21,472,261,442,227,190,160,252,187
86000US12416,"12416",205,118,126,80,0,13,7,12,10,18,0,13,0,13,62,59,0,13,62,59
86000US12417,"12417",873,301,710,257,0,13,0,13,0,13,0,13,0,13,163,191,153,189,10,13
86000US12418,"12418",294,103,249,91,4,8,0,13,0,13,0,13,0,13,41,51,0,13,41,51
86000US12419,"12419",881,343,811,290,0,13,0,13,0,13,0,13,0,13,70,164,19,28,51,157
86000US12420,"12420",351,306,351,306,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12421,"12421",224,123,224,123,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12422,"12422",398,205,374,198,0,13,0,13,24,34,0,13,0,13,0,13,0,13,0,13
86000US12423,"12423",1255,281,806,212,163,189,0,13,0,13,0,13,0,13,286,269,286,269,0,13
86000US12424,"12424",261,93,246,98,0,13,0,13,0,13,0,13,0,13,15,29,15,29,0,13
86000US12427,"12427",1025,388,1006,389,7,17,0,13,4,14,0,13,8,18,0,13,0,13,0,13
86000US12428,"12428",7032,420,5001,660,424,228,14,18,38,46,0,19,658,337,897,573,802,569,95,74
86000US12429,"12429",153,251,52,118,49,75,0,13,0,13,0,13,0,13,52,118,52,118,0,13
86000US12430,"12430",1341,307,1015,289,0,13,14,18,66,39,0,13,103,56,143,82,55,64,88,48
86000US12431,"12431",1845,380,1683,352,0,13,83,119,1,3,0,13,0,13,78,110,7,12,71,109
86000US12432,"12432",581,335,386,203,0,13,0,13,0,13,0,13,0,13,195,277,195,277,0,13
86000US12433,"12433",628,279,587,278,0,13,0,13,0,13,0,13,0,13,41,62,41,62,0,13
86000US12434,"12434",984,285,939,274,15,22,0,13,0,13,0,13,0,13,30,31,0,13,30,31
86000US12435,"12435",231,122,217,119,0,13,0,13,0,13,0,13,0,13,14,21,14,21,0,13
86000US12436,"12436",430,242,430,242,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12438,"12438",48,54,48,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12439,"12439",297,130,263,112,0,13,0,13,0,13,0,13,0,13,34,50,34,50,0,13
86000US12440,"12440",1493,339,1289,291,14,18,0,13,15,22,0,13,159,182,16,16,6,10,10,12
86000US12441,"12441",105,93,105,93,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12442,"12442",648,236,624,234,0,13,0,13,0,13,0,13,14,19,10,13,10,13,0,13
86000US12443,"12443",3582,463,3158,412,127,186,0,13,33,32,0,13,73,93,191,192,125,187,66,51
86000US12444,"12444",538,210,340,110,0,13,0,13,1,2,0,13,11,17,186,164,138,154,48,54
86000US12446,"12446",4894,632,3956,534,88,101,12,16,63,79,0,13,47,50,728,461,351,222,377,402
86000US12448,"12448",142,101,142,101,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12449,"12449",3193,472,2337,377,224,114,11,24,41,32,0,13,339,251,241,137,108,88,133,88
86000US12450,"12450",221,138,221,138,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12451,"12451",1044,408,1003,398,0,13,0,13,41,59,0,13,0,13,0,13,0,13,0,13
86000US12452,"12452",27,30,27,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12453,"12453",240,282,227,279,0,13,0,13,0,13,0,13,0,13,13,23,0,13,13,23
86000US12454,"12454",456,140,408,123,0,13,0,13,20,30,0,13,0,13,28,39,0,13,28,39
86000US12455,"12455",1810,315,1525,306,20,28,0,13,11,17,0,13,85,98,169,110,61,61,108,69
86000US12456,"12456",728,235,714,239,0,13,0,13,0,13,0,13,0,13,14,23,0,13,14,23
86000US12457,"12457",1283,266,1160,264,31,61,0,13,0,13,0,13,28,39,64,68,17,28,47,61
86000US12458,"12458",3501,533,1970,422,787,110,24,19,0,13,0,13,363,145,357,174,70,46,287,171
86000US12459,"12459",68,54,68,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12460,"12460",215,95,215,95,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12461,"12461",1371,447,1168,383,0,13,0,13,29,46,0,13,0,13,174,157,120,144,54,65
86000US12463,"12463",1341,394,1297,394,0,13,0,13,0,13,0,13,0,13,44,57,44,57,0,13
86000US12464,"12464",1093,267,809,234,17,43,0,13,66,61,0,13,33,49,168,140,144,140,24,29
86000US12465,"12465",384,156,236,97,0,13,0,13,144,148,0,13,0,13,4,9,0,13,4,9
86000US12466,"12466",2070,408,1445,317,135,143,0,13,0,13,0,13,218,249,272,222,146,189,126,136
86000US12468,"12468",1325,178,1231,180,13,18,2,3,13,19,0,13,0,13,66,37,10,16,56,32
86000US12469,"12469",803,260,767,257,29,31,0,13,0,13,0,13,0,13,7,8,4,6,3,5
86000US12470,"12470",778,337,778,337,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12471,"12471",268,301,268,301,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12472,"12472",1177,390,1002,383,31,43,0,13,24,39,18,33,11,18,91,71,71,59,20,34
86000US12473,"12473",663,265,663,265,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12474,"12474",856,176,785,170,4,9,0,13,0,13,0,13,12,18,55,34,3,6,52,34
86000US12475,"12475",460,273,371,253,0,13,0,13,12,18,0,13,72,107,5,8,0,13,5,8
86000US12477,"12477",18557,617,16018,697,282,139,67,73,98,66,0,21,329,225,1763,544,1083,490,680,253
86000US12480,"12480",324,145,260,110,0,13,0,13,10,17,0,13,0,13,54,64,54,64,0,13
86000US12481,"12481",1493,558,1365,529,0,13,0,13,65,60,0,13,25,40,38,47,0,13,38,47
86000US12482,"12482",550,417,541,417,0,13,0,13,0,13,0,13,0,13,9,17,0,13,9,17
86000US12483,"12483",71,48,66,47,0,13,0,13,0,13,0,13,0,13,5,8,0,13,5,8
86000US12484,"12484",3373,460,2587,430,249,252,0,13,237,220,0,13,0,13,300,172,120,137,180,122
86000US12485,"12485",904,344,866,342,11,21,0,13,0,13,0,13,19,32,8,16,0,13,8,16
86000US12486,"12486",1760,562,1072,314,132,115,0,13,26,33,0,13,506,638,24,35,3,5,21,35
86000US12487,"12487",3935,584,3125,682,422,443,0,13,7,16,0,13,0,13,381,230,272,225,109,101
86000US12489,"12489",154,125,154,125,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12490,"12490",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12491,"12491",2059,441,1614,270,0,13,5,9,0,13,0,13,84,68,356,247,313,241,43,56
86000US12492,"12492",181,70,175,67,0,13,3,6,0,13,0,13,0,13,3,5,3,5,0,13
86000US12493,"12493",324,351,241,274,22,27,0,13,0,13,0,13,5,13,56,72,55,72,1,6
86000US12494,"12494",865,505,737,491,41,63,0,13,0,13,0,13,87,139,0,13,0,13,0,13
86000US12495,"12495",87,60,87,60,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12496,"12496",1311,226,1094,194,42,84,0,13,65,50,0,13,0,13,110,94,13,18,97,95
86000US12498,"12498",4580,350,3934,376,55,48,0,13,149,85,0,13,122,144,320,123,82,65,238,104
86000US12501,"12501",2170,417,1527,293,13,28,0,13,98,98,0,13,326,286,206,211,10,15,196,204
86000US12502,"12502",1147,276,1012,259,7,8,0,13,17,19,0,13,2,3,109,111,100,113,9,9
86000US12503,"12503",787,133,560,124,14,15,0,13,6,5,0,13,135,124,72,59,72,59,0,13
86000US12504,"12504",1152,60,695,126,125,68,12,17,174,82,21,32,73,53,52,35,5,12,47,35
86000US12507,"12507",238,119,203,100,5,8,0,13,4,7,0,13,0,13,26,30,18,28,8,12
86000US12508,"12508",19152,494,12827,810,3197,562,66,59,278,121,0,21,1362,311,1422,419,797,371,625,232
86000US12512,"12512",184,139,176,138,0,13,0,13,0,13,0,13,8,13,0,13,0,13,0,13
86000US12513,"12513",154,117,154,117,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12514,"12514",2980,458,2768,416,41,71,0,13,21,22,0,13,22,26,128,86,63,56,65,65
86000US12515,"12515",1567,511,1171,391,68,76,0,13,0,13,0,13,0,13,328,320,315,325,13,20
86000US12516,"12516",1859,323,1721,348,27,25,0,13,18,20,0,13,17,29,76,112,76,112,0,13
86000US12517,"12517",384,243,304,187,0,13,0,13,0,13,0,13,38,68,42,65,0,13,42,65
86000US12518,"12518",5861,593,4683,545,218,187,0,19,240,194,0,19,359,258,361,166,140,106,221,136
86000US12520,"12520",3088,58,2768,152,74,75,0,13,70,64,0,13,65,67,111,80,57,69,54,43
86000US12521,"12521",1607,415,1296,330,26,37,0,13,8,9,0,13,87,87,190,165,190,165,0,13
86000US12522,"12522",4775,681,4254,738,25,36,0,13,155,178,0,13,106,146,235,157,213,164,22,31
86000US12523,"12523",1986,347,1893,349,18,22,0,13,12,16,0,13,12,18,51,39,23,24,28,29
86000US12524,"12524",15609,610,12208,711,1039,276,67,84,552,137,0,21,471,160,1272,454,758,282,514,359
86000US12525,"12525",1739,472,1231,418,19,52,0,13,0,13,0,13,27,38,462,467,462,467,0,13
86000US12526,"12526",3519,411,3222,397,108,73,0,13,35,25,0,13,15,16,139,84,87,68,52,38
86000US12527,"12527",16,26,9,14,7,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12528,"12528",13358,689,10461,888,604,359,0,21,946,444,0,21,313,331,1034,405,765,371,269,164
86000US12529,"12529",2296,320,2141,316,13,18,4,6,0,13,0,13,13,17,125,93,88,78,37,38
86000US12530,"12530",283,401,283,401,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12531,"12531",2590,495,2284,504,88,115,0,13,19,22,0,13,48,66,151,125,32,27,119,120
86000US12533,"12533",26249,813,19693,971,1105,454,80,61,1373,357,0,25,1369,468,2629,648,1485,499,1144,522
